0.0,0.0,0.0,nan,nan,nan,nan,;
0.0,0.0,1.0,nan,nan,nan,nan,;
0.0,0.0,2.0,nan,nan,nan,nan,;
0.0,0.0,3.0,nan,nan,nan,nan,;
0.0,0.0,4.0,nan,nan,nan,nan,;
0.0,0.0,5.0,nan,nan,nan,nan,;
0.0,1.0,0.0,nan,nan,nan,nan,;
0.0,1.0,1.0,nan,nan,nan,nan,;
0.0,1.0,2.0,nan,nan,nan,nan,;
0.0,1.0,3.0,nan,nan,nan,nan,;
0.0,1.0,4.0,nan,nan,nan,nan,;
0.0,1.0,5.0,nan,nan,nan,nan,;
0.0,2.0,0.0,nan,nan,nan,nan,;
0.0,2.0,1.0,nan,nan,nan,nan,;
0.0,2.0,2.0,nan,nan,nan,nan,;
0.0,2.0,3.0,nan,nan,nan,nan,;
0.0,2.0,4.0,nan,nan,nan,nan,;
0.0,2.0,5.0,nan,nan,nan,nan,;
0.0,3.0,0.0,nan,nan,nan,nan,;
0.0,3.0,1.0,nan,nan,nan,nan,;
0.0,3.0,2.0,nan,nan,nan,nan,;
0.0,3.0,3.0,nan,nan,nan,nan,;
0.0,3.0,4.0,nan,nan,nan,nan,;
0.0,3.0,5.0,nan,nan,nan,nan,;
0.0,4.0,0.0,nan,nan,nan,nan,;
0.0,4.0,1.0,nan,nan,nan,nan,;
0.0,4.0,2.0,nan,nan,nan,nan,;
0.0,4.0,3.0,nan,nan,nan,nan,;
0.0,4.0,4.0,nan,nan,nan,nan,;
0.0,4.0,5.0,nan,nan,nan,nan,;
0.0,5.0,0.0,nan,nan,nan,nan,;
0.0,5.0,1.0,nan,nan,nan,nan,;
0.0,5.0,2.0,nan,nan,nan,nan,;
0.0,5.0,3.0,nan,nan,nan,nan,;
0.0,5.0,4.0,nan,nan,nan,nan,;
0.0,5.0,5.0,nan,nan,nan,nan,;
0.0,6.0,0.0,nan,nan,nan,nan,;
0.0,6.0,1.0,nan,nan,nan,nan,;
0.0,6.0,2.0,nan,nan,nan,nan,;
0.0,6.0,3.0,nan,nan,nan,nan,;
0.0,6.0,4.0,nan,nan,nan,nan,;
0.0,6.0,5.0,nan,nan,nan,nan,;
0.0,7.0,0.0,nan,nan,nan,nan,;
0.0,7.0,1.0,nan,nan,nan,nan,;
0.0,7.0,2.0,nan,nan,nan,nan,;
0.0,7.0,3.0,nan,nan,nan,nan,;
0.0,7.0,4.0,nan,nan,nan,nan,;
0.0,7.0,5.0,nan,nan,nan,nan,;
0.0,8.0,0.0,nan,nan,nan,nan,;
0.0,8.0,1.0,nan,nan,nan,nan,;
0.0,8.0,2.0,nan,nan,nan,nan,;
0.0,8.0,3.0,nan,nan,nan,nan,;
0.0,8.0,4.0,nan,nan,nan,nan,;
0.0,8.0,5.0,nan,nan,nan,nan,;
0.0,9.0,0.0,nan,nan,nan,nan,;
0.0,9.0,1.0,nan,nan,nan,nan,;
0.0,9.0,2.0,nan,nan,nan,nan,;
0.0,9.0,3.0,nan,nan,nan,nan,;
0.0,9.0,4.0,nan,nan,nan,nan,;
0.0,9.0,5.0,nan,nan,nan,nan,;
0.0,10.0,0.0,nan,nan,nan,nan,;
0.0,10.0,1.0,nan,nan,nan,nan,;
0.0,10.0,2.0,nan,nan,nan,nan,;
0.0,10.0,3.0,nan,nan,nan,nan,;
0.0,10.0,4.0,nan,nan,nan,nan,;
0.0,10.0,5.0,nan,nan,nan,nan,;
1.0,0.0,0.0,-2.48341898998,nan,-2.48341772204,nan,;
1.0,0.0,1.0,-3.46597574922,-3.00224514117,-3.38948500327,nan,;
1.0,0.0,2.0,-3.80786860838,-3.40531385794,-3.5273982198,nan,;
1.0,0.0,3.0,-3.7102987951,-3.71193406246,-3.58855967521,nan,;
1.0,0.0,4.0,-3.88280855766,-3.71001641744,-3.70659802576,nan,;
1.0,0.0,5.0,nan,-3.88313670806,-3.77401725477,nan,;
1.0,1.0,0.0,-3.40399951127,nan,-3.20798040797,-2.99808231315,;
1.0,1.0,1.0,-3.49250184457,-3.40657875258,-2.95206807346,-3.40284631569,;
1.0,1.0,2.0,-3.63984030717,-3.43389295252,-3.228665852,-3.59736969006,;
1.0,1.0,3.0,-3.71798602457,-3.41820217373,-3.39912579541,-3.82254102379,;
1.0,1.0,4.0,-3.89859738347,-3.68856034061,-3.51531663593,-3.85714500635,;
1.0,1.0,5.0,nan,-3.69483642601,-3.65919202176,-3.90763415908,;
