0.0,0.0,0.0,1.0,1.0,1.0,1.0,;
0.0,0.0,1.0,1.0,1.0,1.0,1.0,;
0.0,0.0,2.0,1.0,1.0,1.0,1.0,;
0.0,0.0,3.0,1.0,1.0,1.0,1.0,;
0.0,0.0,4.0,1.0,1.0,1.0,1.0,;
0.0,1.0,0.0,1.0,1.0,1.0,1.0,;
0.0,1.0,1.0,1.0,1.0,1.0,1.0,;
0.0,1.0,2.0,1.0,1.0,1.0,1.0,;
0.0,1.0,3.0,1.0,1.0,1.0,1.0,;
0.0,1.0,4.0,1.0,1.0,1.0,1.0,;
0.0,2.0,0.0,1.0,1.0,1.0,1.0,;
0.0,2.0,1.0,1.0,1.0,1.0,1.0,;
0.0,2.0,2.0,1.0,1.0,1.0,1.0,;
0.0,2.0,3.0,1.0,1.0,1.0,1.0,;
0.0,2.0,4.0,1.0,1.0,1.0,1.0,;
0.0,3.0,0.0,1.0,1.0,1.0,1.0,;
0.0,3.0,1.0,1.0,1.0,1.0,1.0,;
0.0,3.0,2.0,1.0,1.0,1.0,1.0,;
0.0,3.0,3.0,1.0,1.0,1.0,1.0,;
0.0,3.0,4.0,1.0,1.0,1.0,1.0,;
0.0,4.0,0.0,1.0,1.0,1.0,1.0,;
0.0,4.0,1.0,1.0,1.0,1.0,1.0,;
0.0,4.0,2.0,1.0,1.0,1.0,1.0,;
0.0,4.0,3.0,1.0,1.0,1.0,1.0,;
0.0,4.0,4.0,1.0,1.0,1.0,1.0,;
0.0,5.0,0.0,1.0,1.0,1.0,1.0,;
0.0,5.0,1.0,1.0,1.0,1.0,1.0,;
0.0,5.0,2.0,1.0,1.0,1.0,1.0,;
0.0,5.0,3.0,1.0,1.0,1.0,1.0,;
0.0,5.0,4.0,1.0,1.0,1.0,1.0,;
0.0,6.0,0.0,1.0,1.0,1.0,1.0,;
0.0,6.0,1.0,1.0,1.0,1.0,1.0,;
0.0,6.0,2.0,1.0,1.0,1.0,1.0,;
0.0,6.0,3.0,1.0,1.0,1.0,1.0,;
0.0,6.0,4.0,1.0,1.0,1.0,1.0,;
0.0,7.0,0.0,1.0,1.0,1.0,1.0,;
0.0,7.0,1.0,1.0,1.0,1.0,1.0,;
0.0,7.0,2.0,1.0,1.0,1.0,1.0,;
0.0,7.0,3.0,1.0,1.0,1.0,1.0,;
0.0,7.0,4.0,1.0,1.0,1.0,1.0,;
0.0,8.0,0.0,1.0,1.0,1.0,1.0,;
0.0,8.0,1.0,1.0,1.0,1.0,1.0,;
0.0,8.0,2.0,1.0,1.0,1.0,1.0,;
0.0,8.0,3.0,1.0,1.0,1.0,1.0,;
0.0,8.0,4.0,1.0,1.0,1.0,1.0,;
0.0,9.0,0.0,1.0,1.0,1.0,1.0,;
0.0,9.0,1.0,1.0,1.0,1.0,1.0,;
0.0,9.0,2.0,1.0,1.0,1.0,1.0,;
0.0,9.0,3.0,1.0,1.0,1.0,1.0,;
0.0,9.0,4.0,1.0,1.0,1.0,1.0,;
0.0,10.0,0.0,1.0,1.0,1.0,1.0,;
0.0,10.0,1.0,1.0,1.0,1.0,1.0,;
0.0,10.0,2.0,1.0,1.0,1.0,1.0,;
0.0,10.0,3.0,1.0,1.0,1.0,1.0,;
0.0,10.0,4.0,1.0,1.0,1.0,1.0,;
0.0,11.0,0.0,1.0,1.0,1.0,1.0,;
0.0,11.0,1.0,1.0,1.0,1.0,1.0,;
0.0,11.0,2.0,1.0,1.0,1.0,1.0,;
0.0,11.0,3.0,1.0,1.0,1.0,1.0,;
0.0,11.0,4.0,1.0,1.0,1.0,1.0,;
1.0,0.0,0.0,0.152519712743,-0.581121513261,0.378618046024,-0.259715170802,;
1.0,0.0,1.0,0.7624,0.85177216,0.88,0.88,;
1.0,0.0,2.0,0.6652,0.772,0.772,0.88,;
1.0,0.0,3.0,0.63793216,0.65656,0.65656,0.7624,;
1.0,0.0,4.0,0.21743083913,0.113261514122,0.200666212365,0.211432411226,;
1.0,1.0,0.0,0.88,0.88,0.88,1.0,;
1.0,1.0,1.0,0.7624,0.88,0.88,0.88,;
1.0,1.0,2.0,0.772,0.7624,0.7624,0.772,;
1.0,1.0,3.0,0.588419368192,0.772,0.761632,0.8704,;
1.0,1.0,4.0,0.113082222347,0.104578135491,0.0531426033606,0.040868948103,;
1.0,2.0,0.0,0.88,0.88,-0.12,1.0,;
1.0,2.0,1.0,0.7624,0.88,0.88,0.88,;
1.0,2.0,2.0,0.75376,0.7624,0.772,0.8704,;
1.0,2.0,3.0,0.700060255958,0.6748,0.7624,0.7624,;
1.0,2.0,4.0,0.104578135491,0.204148029203,-1.14624,0.0788403847428,;
1.0,3.0,0.0,0.88,1.0,1.0,1.0,;
1.0,3.0,1.0,0.88,1.0,-0.12,0.88,;
1.0,3.0,2.0,0.6652,0.88,0.88,1.0,;
1.0,3.0,3.0,0.7624,0.772,0.772,0.88,;
1.0,3.0,4.0,-2.85168,0.65656,-1.12,0.621167104,;
1.0,4.0,0.0,-0.12,1.0,1.0,1.0,;
1.0,4.0,1.0,0.88,-1.12,-1.12,1.0,;
1.0,4.0,2.0,0.88,-0.12,-0.12,1.0,;
1.0,4.0,3.0,-0.12,0.88,-0.12,1.0,;
1.0,4.0,4.0,-1.12,-0.12,-1.12,0.8704,;
1.0,5.0,0.0,1.0,1.0,1.0,1.0,;
1.0,5.0,1.0,-0.12,-1.02,1.0,1.0,;
1.0,5.0,2.0,-0.12,-1.12,0.88,1.0,;
1.0,5.0,3.0,-1.12,1.0,0.88,1.0,;
1.0,5.0,4.0,-1.02,-2.12,-0.130368,1.0,;
1.0,6.0,0.0,1.0,1.0,1.0,1.0,;
1.0,6.0,1.0,1.0,1.0,1.0,1.0,;
1.0,6.0,2.0,0.88,1.0,1.0,-0.12,;
1.0,6.0,3.0,-0.12,0.88,0.88,1.0,;
