0.0,0.0,0.0,nan,nan,nan,nan,;
0.0,0.0,1.0,nan,nan,nan,nan,;
0.0,0.0,2.0,nan,nan,nan,nan,;
0.0,1.0,0.0,nan,nan,nan,nan,;
0.0,1.0,1.0,nan,nan,nan,nan,;
0.0,1.0,2.0,nan,nan,nan,nan,;
0.0,2.0,0.0,nan,nan,nan,nan,;
0.0,2.0,1.0,nan,nan,nan,nan,;
0.0,2.0,2.0,nan,nan,nan,nan,;
0.0,3.0,0.0,nan,nan,nan,nan,;
0.0,3.0,1.0,nan,nan,nan,nan,;
0.0,3.0,2.0,nan,nan,nan,nan,;
0.0,4.0,0.0,nan,nan,nan,nan,;
0.0,4.0,1.0,nan,nan,nan,nan,;
0.0,4.0,2.0,nan,nan,nan,nan,;
1.0,0.0,0.0,-1.63328393452,nan,0.0227841280182,nan,;
1.0,0.0,1.0,nan,nan,nan,nan,;
1.0,0.0,2.0,nan,nan,nan,nan,;
1.0,1.0,0.0,nan,nan,nan,nan,;
1.0,1.0,1.0,nan,nan,nan,nan,;
1.0,1.0,2.0,nan,nan,nan,nan,;
1.0,2.0,0.0,nan,nan,nan,nan,;
1.0,2.0,1.0,nan,nan,nan,nan,;
1.0,2.0,2.0,nan,nan,nan,nan,;
1.0,3.0,0.0,nan,nan,nan,nan,;
1.0,3.0,1.0,nan,nan,nan,nan,;
1.0,3.0,2.0,nan,nan,nan,nan,;
1.0,4.0,0.0,nan,nan,nan,nan,;
1.0,4.0,1.0,nan,nan,nan,nan,;
1.0,4.0,2.0,nan,nan,nan,nan,;
2.0,0.0,0.0,-1.47148258569,nan,-1.4130978464,nan,;
2.0,0.0,1.0,-1.75399462536,-1.50894834988,-1.66161875315,nan,;
2.0,0.0,2.0,nan,-1.64767199531,-1.81011208811,nan,;
2.0,1.0,0.0,-1.44192169779,nan,-0.615778784,-1.44873385856,;
2.0,1.0,1.0,-1.52664079619,-1.38651993056,-1.51572902668,-1.68256797734,;
2.0,1.0,2.0,nan,-1.53805848137,-1.62816045927,-1.8553618654,;
2.0,2.0,0.0,-1.56997226647,nan,0.62669653504,-1.178907392,;
2.0,2.0,1.0,-1.61508233816,-0.84481532792,-1.03579990784,-1.65354918798,;
2.0,2.0,2.0,nan,-1.4800317351,-1.43699316732,-1.52129245667,;
2.0,3.0,0.0,-0.96549277184,nan,10.0,-0.823421312,;
2.0,3.0,1.0,-1.07526534349,0.407748943053,0.52,-1.16416,;
2.0,3.0,2.0,nan,-0.9408167936,-0.9722168,-1.38370400952,;
2.0,4.0,0.0,nan,nan,nan,nan,;
2.0,4.0,1.0,-0.965222406619,nan,nan,-0.94800103424,;
2.0,4.0,2.0,nan,0.758719917261,nan,-1.21425414349,;
3.0,0.0,0.0,-1.60535646823,nan,-0.0105920065716,nan,;
3.0,0.0,1.0,-2.22140207068,-0.949088461554,-0.830255090526,nan,;
3.0,0.0,2.0,nan,-1.59714545519,-1.51950285894,nan,;
3.0,1.0,0.0,-0.769955257874,nan,1.32471215494,-0.919613199984,;
3.0,1.0,1.0,-1.53602769003,0.0475553355021,0.157509991217,-1.59137387598,;
3.0,1.0,2.0,nan,-0.781998579206,-0.688677937236,-2.22852924724,;
3.0,2.0,0.0,0.165536232901,nan,3.52373631742,0.0604594077597,;
3.0,2.0,1.0,-0.695561048911,1.32529005619,1.3949853622,-0.782545693093,;
3.0,2.0,2.0,nan,0.292503711681,0.226588714786,-1.61077012004,;
3.0,3.0,0.0,1.04815437695,nan,nan,1.2828669582,;
3.0,3.0,1.0,0.178730075548,2.00304021856,3.42437692911,0.172931406666,;
3.0,3.0,2.0,nan,1.36520641267,1.02842548132,-0.667191809163,;
3.0,4.0,0.0,nan,nan,nan,nan,;
3.0,4.0,1.0,1.09927095446,nan,nan,1.16007510047,;
3.0,4.0,2.0,nan,2.43371180858,nan,0.305993370016,;
0.0,0.0,0.0,nan,nan,nan,nan,;
0.0,0.0,1.0,nan,nan,nan,nan,;
0.0,0.0,2.0,nan,nan,nan,nan,;
0.0,1.0,0.0,nan,nan,nan,nan,;
0.0,1.0,1.0,nan,nan,nan,nan,;
0.0,1.0,2.0,nan,nan,nan,nan,;
0.0,2.0,0.0,nan,nan,nan,nan,;
0.0,2.0,1.0,nan,nan,nan,nan,;
0.0,2.0,2.0,nan,nan,nan,nan,;
0.0,3.0,0.0,nan,nan,nan,nan,;
